,REGISTRY,country_long,country_region,star,country_name,is_national,is_national_exists,is_subset
219,312400399,"                                                  Canada, Manitoba (2008-2012)","Canada, Manitoba",False,Canada,0,0,1
220,312400599,"                                            *Canada, New Brunswick (2008-2012)","Canada, New Brunswick",True,Canada,0,0,1
221,312400899,"                                *Canada, Newfoundland and Labrador (2008-2012)   ","Canada, Newfoundland and Labrador",True,Canada,0,0,1
222,312400499,"                                    *Canada, Northwest Territories (2008-2012)","Canada, Northwest Territories",True,Canada,0,0,1
223,312400699,"                                              *Canada, Nova Scotia (2008-2012)","Canada, Nova Scotia",True,Canada,0,0,1
224,312401399,"                                                  *Canada, Nunavut (2008-2012)","Canada, Nunavut",True,Canada,0,0,1
225,312401099,"                                                  *Canada, Ontario (2008-2012)","Canada, Ontario",True,Canada,0,0,1
226,312400799,"                                     *Canada, Prince Edward Island (2008-2012)","Canada, Prince Edward Island",True,Canada,0,0,1
227,312401299,"                                              Canada, Saskatchewan (2008-2012)","Canada, Saskatchewan",False,Canada,0,0,1
228,312400999,"                                                    *Canada, Yukon (2008-2012)","Canada, Yukon",True,Canada,0,0,1
229,384000099,                                                               USA (2008-2012),United States of America,False,United States of America,1,1,0
230,404800046,                                                 Bahrain: Bahraini (2008-2012),Bahrain: Bahraini,False,Bahrain,0,0,1
231,409600099,                                                 Brunei Darussalam (2010-2012),Brunei Darussalam,False,Brunei Darussalam,1,1,0
232,415601299,"                                                China, Anshan City (2008-2012)","China, Anshan City",False,China,0,0,1
233,415600199,"                                                    China, Beijing (2008-2012)","China, Beijing",False,China,0,0,1
234,415603199,"                                                      China, Benxi (2008-2011)","China, Benxi",False,China,0,0,1
235,415600699,"                                              China, Cixian County (2008-2012)","China, Cixian County",False,China,0,0,1
236,415602499,"                                                  China, Guangzhou (2010-2012)","China, Guangzhou",False,China,0,0,1
237,415605199,"                                                    China, Guanyun (2008-2012)","China, Guanyun",False,China,0,0,1
238,415602599,"                                              China, Haimen County (2008-2012)","China, Haimen County",False,China,0,0,1
239,415602199,"                                              China, Hangzhou City (2008-2012)","China, Hangzhou City",False,China,0,0,1
240,415601599,"                              China, Harbin City, Nangang District (2008-2012)","China, Harbin City, Nangang District",False,China,0,0,1
241,415605399,"                                                      China, Hefei (2010-2012)","China, Hefei",False,China,0,0,1
242,415605499,"                                                   China, Hengdong (2009-2012)","China, Hengdong",False,China,0,0,1
243,415603099,"                                                  China, Hong Kong (2008-2012)","China, Hong Kong",False,China,0,0,1
244,415605799,"                                 *China, Huaiyin District, Huai'an (2009-2012)","China, Huaiyin District, Huai'an",True,China,0,0,1
245,415606099,"                                                   China, Jiangmen (2010-2012)","China, Jiangmen",False,China,0,0,1
246,415603299,"                                              China, Jianhu County (2010-2012)","China, Jianhu County",False,China,0,0,1
247,415600799,"                                             China, Jiashan County (2008-2012)","China, Jiashan County",False,China,0,0,1
248,415602399,"                                               China, Jiaxing City (2008-2012)","China, Jiaxing City",False,China,0,0,1
249,415606899,"                                                China, Lianyungang (2008-2012)","China, Lianyungang",False,China,0,0,1
250,415600899,"                                             China, Linzhou County (2008-2012)","China, Linzhou County",False,China,0,0,1
251,415607199,"                                                    China, Liuzhou (2009-2012)","China, Liuzhou",False,China,0,0,1
252,415607599,"                                                   China, Maanshan (2008-2012)","China, Maanshan",False,China,0,0,1
253,415600299,"                                              China, Qidong County (2008-2012)","China, Qidong County",False,China,0,0,1
254,415600399,"                                              China, Shanghai City (2008-2012)","China, Shanghai City",False,China,0,0,1
255,415608399,"                                                   China, Shenyang (2008-2012)","China, Shenyang",False,China,0,0,1
256,415601699,"                                            *China, Shexian County (2008-2012)","China, Shexian County",True,China,0,0,1
257,415608499,"                                                    China, Sheyang (2008-2012)","China, Sheyang",False,China,0,0,1
258,415608899,"                                              China, Tongling City (2008-2012)","China, Tongling City",False,China,0,0,1
259,415600999,"                                                 China, Wuhan City (2008-2012)","China, Wuhan City",False,China,0,0,1
260,415609299,"                                                       China, Wuxi (2010-2012)","China, Wuxi",False,China,0,0,1
261,415609399,"                                                     China, Xianju (2010-2012)","China, Xianju",False,China,0,0,1
262,415609699,"                                                     China, Xiping (2010-2012)","China, Xiping",False,China,0,0,1
263,415609999,"                                                     China, Yanshi (2010-2012)","China, Yanshi",False,China,0,0,1
264,415601899,"                                             China, Yanting County (2008-2012)","China, Yanting County",False,China,0,0,1
265,415610299,"                                                 China, Yueyanglou (2009-2012)","China, Yueyanglou",False,China,0,0,1
266,415601499,"                                             China, Zhongshan City (2010-2012)","China, Zhongshan City",False,China,0,0,1
267,415610599,"                                                     China, Zhuhai (2010-2012)","China, Zhuhai",False,China,0,0,1
268,435600199,"                                                 *India, Ahmedabad (2008-2011)","India, Ahmedabad",True,India,0,0,1
269,435600299,"                                                 *India, Bangalore (2008-2012)","India, Bangalore",True,India,0,0,1
270,435600799,"                                 *India; Barshi, Paranda, and Bhum (2008-2012)","India; Barshi, Paranda, and Bhum",True,India,0,0,1
271,435601499,"                                                    *India, Bhopal (2008-2012)","India, Bhopal",True,India,0,0,1
272,435602599,"                                                    *India, Cachar (2008-2012)","India, Cachar",True,India,0,0,1
273,435600499,"                                                   *India, Chennai (2008-2012)","India, Chennai",True,India,0,0,1
274,435601199,"                                      *India, Dindigul, Ambilikkai (2008-2012)","India, Dindigul, Ambilikkai",True,India,0,0,1
275,435601599,"                                     *India, Kamrup Urban District (2009-2012)","India, Kamrup Urban District",True,India,0,0,1
276,435602199,"                                                    *India, Kollam (2008-2012)","India, Kollam",True,India,0,0,1
277,435601999,"                                                   *India, Mizoram (2008-2012)","India, Mizoram",True,India,0,0,1
278,435600399,"                                                    *India, Mumbai (2008-2012)","India, Mumbai",True,India,0,0,1
279,435600699,"                                                     *India, Poona (2008-2011)","India, Poona",True,India,0,0,1
280,435601899,"                                              *India, Sikkim State (2008-2012)","India, Sikkim State",True,India,0,0,1
281,435602299,"                                                   *India, Tripura (2010-2012)","India, Tripura",True,India,0,0,1
282,435600899,"                                                *India, Trivandrum (2008-2012)","India, Trivandrum",True,India,0,0,1
283,435602099,"                                                    *India, Wardha (2010-2012)","India, Wardha",True,India,0,0,1
284,436400399,"                     Iran (Islamic Republic of), Golestan Province (2008-2011)","Iran, Islamic Replublic of",False,Iran,0,0,1
285,437600099,                                                            Israel (2008-2012),Israel,False,Israel,1,1,0
289,439201099,"                                           Japan, Aichi Prefecture (2008-2012)","Japan, Aichi Prefecture",False,Japan,0,0,1
290,439200999,"                                           Japan, Fukui Prefecture (2008-2012)","Japan, Fukui Prefecture",False,Japan,0,0,1
291,439200199,"                                       Japan, Hiroshima Prefecture (2008-2012)","Japan, Hiroshima Prefecture",False,Japan,0,0,1
292,439200299,"                                          Japan, Miyagi Prefecture (2008-2010)","Japan, Miyagi Prefecture",False,Japan,0,0,1
293,439200399,"                                        Japan, Nagasaki Prefecture (2008-2012)","Japan, Nagasaki Prefecture",False,Japan,0,0,1
294,439200899,"                                         Japan, Niigata Prefecture (2008-2012)","Japan, Niigata Prefecture",False,Japan,0,0,1
295,439200499,"                                           Japan, Osaka Prefecture (2008-2012)","Japan, Osaka Prefecture",False,Japan,0,0,1
296,439201199,"                                         Japan, Tochigi Prefecture (2008-2012)","Japan, Tochigi Prefecture",False,Japan,0,0,1
297,439200699,"                                        Japan, Yamagata Prefecture (2008-2012)","Japan, Yamagata Prefecture",False,Japan,0,0,1
298,440000099,                                               *Jordan: Jordanians (2008-2012),Jordan: Jordanians,True,Jordan,0,0,1
299,441000099,                                                 Republic of Korea (2008-2012),Korea (South),False,Korea,1,1,0
300,441000299,"                                          Republic of Korea, Busan (2008-2012)","Republic of Korea, Busan",False,Republic of Korea,0,0,1
301,441000499,"                                          Republic of Korea, Daegu (2008-2012)","Republic of Korea, Daegu",False,Republic of Korea,0,0,1
302,441000599,"                                        Republic of Korea, Daejeon (2008-2012)","Republic of Korea, Daejeon",False,Republic of Korea,0,0,1
303,441001099,"                                        Republic of Korea, Gwangju (2008-2012)","Republic of Korea, Gwangju",False,Republic of Korea,0,0,1
304,441001199,"                                        Republic of Korea, Incheon (2008-2012)","Republic of Korea, Incheon",False,Republic of Korea,0,0,1
305,441000999,"                                         Republic of Korea, Jejudo (2008-2012)","Republic of Korea, Jejudo",False,Republic of Korea,0,0,1
306,441000399,"                                          Republic of Korea, Seoul (2008-2012)","Republic of Korea, Seoul",False,Republic of Korea,0,0,1
307,441000899,"                                          Republic of Korea, Ulsan (2008-2012)","Republic of Korea, Ulsan",False,Republic of Korea,0,0,1
308,441400099,                                                            Kuwait (2008-2012),Kuwait,False,Kuwait,1,1,0
311,445800299,"                                                 *Malaysia, Penang (2008-2010)","Malaysia, Penang",True,Malaysia,0,0,1
312,445800220,"                                        *Malaysia, Penang: Chinese (2008-2010)","Malaysia, Penang: Chinese",True,Malaysia,0,0,1
313,445800227,"                                          *Malaysia, Penang: Malay (2008-2010)","Malaysia, Penang: Malay",True,Malaysia,0,0,1
314,445800240,"                                         *Malaysia, Penang: Indian (2008-2010)","Malaysia, Penang: Indian",True,Malaysia,0,0,1
315,460800299,"                                              *Philippines, Manila (2008-2012)","Philippines, Manila",True,Philippines,0,0,1
316,460800399,"                                               *Philippines, Rizal (2008-2012)","Philippines, Rizal",True,Philippines,0,0,1
317,463400068,                                                     Qatar: Qatari (2008-2012),Qatar: Qatari,False,Qatar,0,0,1
318,468200158,"                                      *Saudi Arabia, Riyadh: Saudi (2008-2012)","Saudi Arabia, Riyadh: Saudi",True,Saudi Arabia,0,0,1
319,476400399,"                                                 Thailand, Bangkok (2008-2010)","Thailand, Bangkok",False,Thailand,0,0,1
320,476400199,"                                              Thailand, Chiang Mai (2008-2012)","Thailand, Chiang Mai",False,Thailand,0,0,1
321,476400899,"                                                Thailand, Chonburi (2008-2011)","Thailand, Chonburi",False,Thailand,0,0,1
322,476400299,"                                               Thailand, Khon Kaen (2008-2012)","Thailand, Khon Kaen",False,Thailand,0,0,1
323,476400599,"                                                 Thailand, Lampang (2008-2012)","Thailand, Lampang",False,Thailand,0,0,1
324,476400799,"                                       *Thailand, Lopburi Province (2009-2012)","Thailand, Lopburi Province",True,Thailand,0,0,1
325,476400499,"                                                Thailand, Songkhla (2008-2012)","Thailand, Songkhla",False,Thailand,0,0,1
326,479200299,"                                                   Turkey, Antalya (2008-2012)","Turkey, Antalya",False,Turkey,0,0,1
327,479200499,"                                                     Turkey, Bursa (2008-2012)","Turkey, Bursa",False,Turkey,0,0,1
328,479200799,"                                                    Turkey, Edirne (2008-2012)","Turkey, Edirne",False,Turkey,0,0,1
329,479200599,"                                                   Turkey, Erzurum (2010-2012)","Turkey, Erzurum",False,Turkey,0,0,1
330,479200699,"                                                 Turkey, Eskisehir (2008-2012)","Turkey, Eskisehir",False,Turkey,0,0,1
331,479200199,"                                                     Turkey, Izmir (2008-2012)","Turkey, Izmir",False,Turkey,0,0,1
332,479200399,"                                                    Turkey, Samsun (2008-2012)","Turkey, Samsun",False,Turkey,0,0,1
333,479200899,"                                                   Turkey, Trabzon (2008-2012)","Turkey, Trabzon",False,Turkey,0,0,1
334,470400299,"                                       *Viet Nam, Ho Chi Minh City (2009-2012)","Viet Nam, Ho Chi Minh City",True,Viet Nam,0,0,1
335,504000099,                                                           Austria (2008-2012),Austria,False,Austria,1,1,0
339,511200099,                                                          *Belarus (2008-2012),Belarus,True,Belarus,1,1,0
340,505600099,                                                          *Belgium (2008-2012),Belgium,True,Belgium,1,1,0
341,510000099,                                                          Bulgaria (2008-2012),Bulgaria,False,Bulgaria,1,1,0
342,519100099,                                                           Croatia (2008-2012),Croatia,False,Croatia,1,1,0
343,519600099,                                                            Cyprus (2008-2012),Cyprus,False,Cyprus,1,1,0
344,520300099,                                                    Czech Republic (2008-2012),Czech Republic,False,Czech Republic,1,1,0
345,520800099,                                                           Denmark (2008-2012),Denmark,False,Denmark,1,1,0
346,523300099,                                                           Estonia (2008-2012),Estonia,False,Estonia,1,1,0
347,527600399,"                                                  Germany, Bavaria (2008-2012)","Germany, Bavaria",False,Germany,0,0,1
348,527601299,"                                                   Germany, Bremen (2008-2012)","Germany, Bremen",False,Germany,0,0,1
349,527600299,"                                                  Germany, Hamburg (2008-2012)","Germany, Hamburg",False,Germany,0,0,1
350,527600699,"                                             Germany, Lower Saxony (2008-2012)","Germany, Lower Saxony",False,Germany,0,0,1
351,527600599,"                                                   Germany, Munich (2008-2012)","Germany, Munich",False,Germany,0,0,1
352,527601199,"                                  *Germany, North Rhine-Westphalia (2008-2012)","Germany, North Rhine-Westphalia",True,Germany,0,0,1
353,527600999,"                                     Germany, Rhineland-Palatinate (2008-2012)","Germany, Rhineland-Palatinate",False,Germany,0,0,1
354,527603099,"                                                 Germany, Saarland (2008-2012)","Germany, Saarland",False,Germany,0,0,1
355,527601699,"                                      *Germany, Schleswig-Holstein (2008-2012)","Germany, Schleswig-Holstein",True,Germany,0,0,1
356,535200099,                                                           Iceland (2008-2012),Iceland,False,Iceland,1,1,0
357,537200099,                                                           Ireland (2008-2012),Ireland,False,Ireland,1,1,0
358,538005099,"                                              *Italy, Aosta Valley (2008-2012)","Italy, Aosta Valley",True,Italy,0,0,1
359,538004199,"                                                   Italy, Barletta (2008-2011)","Italy, Barletta",False,Italy,0,0,1
360,538004399,"                                                    Italy, Bergamo (2008-2012)","Italy, Bergamo",False,Italy,0,0,1
361,538001799,"                                                     Italy, Biella (2008-2012)","Italy, Biella",False,Italy,0,0,1
362,538004499,"                                                    Italy, Caserta (2008-2010)","Italy, Caserta",False,Italy,0,0,1
363,538003799,"                                  Italy, Catania, Messina and Enna (2008-2012)","Italy, Catania, Messina and Enna",False,Italy,0,0,1
364,538003899,"                                                       Italy, Como (2008-2011)","Italy, Como",False,Italy,0,0,1
365,538004599,"                                                    Italy, Cremona (2008-2010)","Italy, Cremona",False,Italy,0,0,1
366,538001299,"                                                    Italy, Ferrara (2008-2011)","Italy, Ferrara",False,Italy,0,0,1
367,538000199,"                                         Italy, Florence and Prato (2008-2010)","Italy, Florence and Prato",False,Italy,0,0,1
368,538001899,"                                      Italy, Friuli-Venezia Giulia (2008-2010)","Italy, Friuli-Venezia Giulia",False,Italy,0,0,1
369,538000399,"                                                     Italy, Latina (2008-2012)","Italy, Latina",False,Italy,0,0,1
370,538003999,"                                                      Italy, Lecco (2008-2010)","Italy, Lecco",False,Italy,0,0,1
371,538004099,"                                     Italy, Lombardy, South, Pavia (2008-2010)","Italy, Lombardy, South, Pavia",False,Italy,0,0,1
372,538002199,"                                                     Italy, Mantua (2008-2010)","Italy, Mantua",False,Italy,0,0,1
373,538002699,"                                                      Italy, Milan (2008-2012)","Italy, Milan",False,Italy,0,0,1
374,538001099,"                                                     Italy, Modena (2008-2012)","Italy, Modena",False,Italy,0,0,1
375,538004799,"                                                      Italy, Monza (2008-2012)","Italy, Monza",False,Italy,0,0,1
376,538001699,"                                                     Italy, Naples (2008-2012)","Italy, Naples",False,Italy,0,0,1
377,538003199,"                                                      Italy, Nuoro (2008-2012)","Italy, Nuoro",False,Italy,0,0,1
378,538003399,"                                                    Italy, Palermo (2008-2012)","Italy, Palermo",False,Italy,0,0,1
379,538000599,"                                                      Italy, Parma (2008-2012)","Italy, Parma",False,Italy,0,0,1
380,538004899,"                                                   Italy, Piacenza (2008-2011)","Italy, Piacenza",False,Italy,0,0,1
381,538000699,"                                   Italy, Ragusa and Caltanissetta (2008-2012)","Italy, Ragusa and Caltanissetta",False,Italy,0,0,1
382,538002399,"                                              Italy, Reggio Emilia (2008-2012)","Italy, Reggio Emilia",False,Italy,0,0,1
383,538000799,"                                                    Italy, Romagna (2008-2012)","Italy, Romagna",False,Italy,0,0,1
384,538001599,"                                                    Italy, Sassari (2008-2011)","Italy, Sassari",False,Italy,0,0,1
385,538002899,"                                                    Italy, Sondrio (2008-2012)","Italy, Sondrio",False,Italy,0,0,1
386,538003499,"                                                Italy, South Tyrol (2008-2010)","Italy, South Tyrol",False,Italy,0,0,1
387,538002999,"                                                   Italy, Syracuse (2008-2012)","Italy, Syracuse",False,Italy,0,0,1
388,538004999,"                                                    Italy, Taranto (2008-2011)","Italy, Taranto",False,Italy,0,0,1
389,538001999,"                                                     Italy, Trento (2008-2010)","Italy, Trento",False,Italy,0,0,1
390,538000899,"                                                      Italy, Turin (2008-2012)","Italy, Turin",False,Italy,0,0,1
391,538001499,"                                                     Italy, Umbria (2008-2011)","Italy, Umbria",False,Italy,0,0,1
392,538000499,"                                                     Italy, Varese (2008-2012)","Italy, Varese",False,Italy,0,0,1
393,538001399,"                                                     Italy, Veneto (2008-2010)","Italy, Veneto",False,Italy,0,0,1
394,542800099,                                                            Latvia (2010-2012),Latvia,False,Latvia,1,1,0
395,544000099,                                                         Lithuania (2008-2012),Lithuania,False,Lithuania,1,1,0
396,547000099,                                                             Malta (2008-2012),Malta,False,Malta,1,1,0
397,552800099,                                                  *The Netherlands (2008-2012),Netherlands,True,Netherlands,1,1,0
398,557800099,                                                            Norway (2008-2012),Norway,False,Norway,1,1,0
403,561601099,                                                    Greater Poland (2008-2012),Poland,False,Poland,1,1,0
404,562000599,"                                                  Portugal, Azores (2008-2011)","Portugal, Azores",False,Portugal,0,0,1
405,564300699,"                                   Russian Federation, Arkhangelsk (2008-2012) ","Russian Federation, Arkhangelsk",False,Russian Federation,0,0,1
406,564300599,"                                   Russian Federation, Chelyabinsk (2008-2012) ","Russian Federation, Chelyabinsk",False,Russian Federation,0,0,1
407,564300399,"                                      *Russian Federation, Karelia (2008-2012)","Russian Federation, Karelia",True,Russian Federation,0,0,1
408,564300499,"                                        Russian Federation, Samara (2008-2012)","Russian Federation, Samara",False,Russian Federation,0,0,1
409,570300099,                                                          Slovakia (2008-2010),Slovakia,False,Slovakia,1,1,0
410,570500099,                                                          Slovenia (2008-2012),Slovenia,False,Slovenia,1,1,0
411,572400999,"                                                   Spain, Albacete (2008-2010)","Spain, Albacete",False,Spain,0,0,1
412,572400599,"                                                   Spain, Asturias (2008-2010)","Spain, Asturias",False,Spain,0,0,1
413,572400699,"                                             Spain, Basque Country (2008-2012)","Spain, Basque Country",False,Spain,0,0,1
414,572401199,"                                             Spain, Canary Islands (2008-2011)","Spain, Canary Islands",False,Spain,0,0,1
415,572401599,"                                                  Spain, Castellón (2008-2012)","Spain, Castellón",False,Spain,0,0,1
416,572401699,"                                                Spain, Ciudad Real (2008-2011)","Spain, Ciudad Real",False,Spain,0,0,1
417,572401399,"                                                     Spain, Cuenca (2008-2011)","Spain, Cuenca",False,Spain,0,0,1
418,572401099,"                                                     Spain, Girona (2008-2012)","Spain, Girona",False,Spain,0,0,1
419,572400299,"                                                    Spain, Granada (2008-2012)","Spain, Granada",False,Spain,0,0,1
420,572401499,"                                                   Spain, La Rioja (2008-2012)","Spain, La Rioja",False,Spain,0,0,1
421,572400899,"                                                   Spain, Mallorca (2008-2011)","Spain, Mallorca",False,Spain,0,0,1
422,572400399,"                                                     Spain, Murcia (2008-2010)","Spain, Murcia",False,Spain,0,0,1
423,572400499,"                                                    Spain, Navarra (2008-2010)","Spain, Navarra",False,Spain,0,0,1
424,572400199,"                                                  Spain, Tarragona (2008-2012)","Spain, Tarragona",False,Spain,0,0,1
425,575601299,"                                             Switzerland, Fribourg (2008-2012)","Switzerland, Fribourg",False,Switzerland,0,0,1
426,575600299,"                                               Switzerland, Geneva (2008-2012)","Switzerland, Geneva",False,Switzerland,0,0,1
427,575601199,"                                Switzerland, Graubünden and Glarus (2008-2012)","Switzerland, Graubünden and Glarus",False,Switzerland,0,0,1
428,575600399,"                                            Switzerland, Neuchâtel (2008-2012)","Switzerland, Neuchâtel",False,Switzerland,0,0,1
429,575600499,"                                    Switzerland, St Gall-Appenzell (2008-2012)","Switzerland, St Gall-Appenzell",False,Switzerland,0,0,1
430,575601099,"                                               Switzerland, Ticino (2008-2012)","Switzerland, Ticino",False,Switzerland,0,0,1
431,575600899,"                                               Switzerland, Valais (2008-2012)","Switzerland, Valais",False,Switzerland,0,0,1
432,575600599,"                                                 Switzerland, Vaud (2008-2012)","Switzerland, Vaud",False,Switzerland,0,0,1
433,575600699,"                                               Switzerland, Zurich (2008-2012)","Switzerland, Zurich",False,Switzerland,0,0,1
434,580400099,                                                           Ukraine (2008-2012),Ukraine,False,Ukraine,1,1,0
435,582600099,                                                    United Kingdom (2008-2012),United Kingdom,False,United Kingdom,1,1,0
436,582600199,"                                                       UK, England (2008-2012)","UK, England",False,UK,0,0,1
437,582601199,"                                                 UK, England, East (2008-2012)","UK, England, East",False,UK,0,0,1
438,582600799,"                                        UK, England, East Midlands (2008-2012)","UK, England, East Midlands",False,UK,0,0,1
439,582601599,"                                               UK, England, London (2008-2012)","UK, England, London",False,UK,0,0,1
440,582600999,"                                           UK, England, North East (2008-2012)","UK, England, North East",False,UK,0,0,1
441,582600399,"                                           UK, England, North West (2008-2012)","UK, England, North West",False,UK,0,0,1
442,582600699,"                                           UK, England, South West (2008-2012)","UK, England, South West",False,UK,0,0,1
443,582600499,"                                           UK, England, South East (2008-2012)","UK, England, South East",False,UK,0,0,1
444,582600299,"                                        UK, England, West Midlands (2008-2012)","UK, England, West Midlands",False,UK,0,0,1
445,582601099,"                             UK, England, Yorkshire and The Humber (2008-2012)","UK, England, Yorkshire and The Humber",False,UK,0,0,1
446,582603099,"                                              UK, Northern Ireland (2008-2012)","UK, Northern Ireland",False,UK,0,0,1
447,582602099,"                                                      UK, Scotland (2008-2012)","UK, Scotland",False,UK,0,0,1
448,582604099,"                                                         UK, Wales (2008-2012)","UK, Wales",False,UK,0,0,1
449,603600099,                                                         Australia (2008-2012) ,Australia,False,Australia,1,1,0
460,625009399,                                                    *New Caledonia (2008-2011),New Caledonia,True,New Caledonia,1,1,0
461,655400099,                                                       New Zealand (2008-2012),New Zealand,False,New Zealand,1,1,0
